"","x"
"1",27.1828182845905
"2",24.1904060170053
"3",19.1540546814038
"4",14.7125310831926
"5",11.5787912711482
"6",9.57963970710322
"7",8.44216716478908
"8",7.89165783832459
"9",7.74038156184985
"10",7.94794438083327
"11",8.49098777851781
"12",9.38392414153659
"13",10.6146546177938
"14",12.062725813398
"15",13.4536266330268
"16",14.3894270159065
"17",14.6237733564189
"18",14.2131670344589
"19",13.4194926277411
"20",12.605314794143
"21",12.0460470352541
"22",11.8211292659876
"23",11.895958256389
"24",12.1803612202253
"25",12.5989610887176
"26",12.9911803315113
"27",13.1374076522566
"28",12.8413503666043
"29",12.0536878646479
"30",10.9302172743886
"31",9.77685205776766
"32",8.83923690165497
"33",8.22924932109857
"34",7.96648559020164
"35",8.05617674553866
"36",8.48216582970541
"37",9.20366511895102
"38",10.2326500926608
"39",11.6372607491146
"40",13.341494671484
"41",15.0209301403526
"42",16.2012342096144
"43",16.5218776192233
"44",15.7831438497052
"45",14.1838327960407
"46",12.2358324595699
"47",10.4841349611248
"48",9.15816568690945
"49",8.2942613797375
"50",7.86264943805923
"51",7.75731690729171
"52",7.91849715603641
"53",8.28501806742269
"54",8.84136276648526
"55",9.52110710412336
"56",10.2659687324533
"57",10.9521278552694
"58",11.4191552492622
"59",11.6262779838237
"60",11.5521836176189
"61",11.3175031754849
"62",11.0416197915365
"63",10.8460298775791
"64",10.8441863540889
"65",10.9939863186989
"66",11.2248927439385
"67",11.4056693320314
"68",11.4079351412496
"69",11.1288575575685
"70",10.5926405262231
"71",9.91708847508435
"72",9.19354920857866
"73",8.50642751181451
"74",7.94182541676662
"75",7.5758064478538
"76",7.46551506656334
"77",7.63056227897736
"78",8.09554269646584
"79",8.84573994596588
"80",9.91905876842142
"81",11.3149926409786
"82",12.8401446511491
"83",14.1054616070011
"84",14.7825409265271
"85",14.6474910797896
"86",13.7333424533308
"87",12.3443146379215
"88",10.8655675013657
"89",9.58147807966898
"90",8.58305234883704
"91",7.86341382602696
"92",7.44778682376094
"93",7.32611537425829
"94",7.49694580085049
"95",7.95357787477494
"96",8.64286870515341
"97",9.47472883967994
"98",10.3201782728001
"99",10.9844652746643
"100",11.3337374683442
"101",11.3395203719585
"102",11.0877526553978
"103",10.7547325458079
"104",10.5088715950759
"105",10.4311105924795
"106",10.5403883541822
"107",10.820487049921
"108",11.182121350505
"109",11.5027902261307
"110",11.6304641974935
"111",11.4205249920163
"112",10.850719463352
